codigo;numeracion;denominacion;precio
5601;9460734-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5602;9460734-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5603;9460735-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;106
5604;9460735-3;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;157
5605;9460735-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5606;9460735-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5607;9460735-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5608;9460735-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5609;9460735-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5610;9460736-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;137
5611;9460736-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5612;9460736-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5613;9460736-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5614;9460736-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5615;9460736-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5616;9460736-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5617;9460737-2;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;229
5618;9460737-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5619;9460737-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5620;9460737-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5621;9460737-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5622;9460737-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5623;9460737-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5624;9460738-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;288
5625;9460738-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5626;9460738-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5627;9460738-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5628;9460738-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5629;9460738-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5630;9460738-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5631;9460739-2;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;229
5632;9460739-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5633;9460739-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5634;9460739-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5635;9460739-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5636;9460739-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5637;9460739-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5638;9460740-2;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;229
5639;9460740-3;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;229
5640;9460740-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5641;9460740-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5642;9460740-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5643;9460740-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5644;9460740-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5645;9460741-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5646;9460741-3;CONEXION CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;83
5647;9460741-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5648;9460741-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5649;9460741-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5650;9460741-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5651;9460741-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5652;9460742-2;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=3;87
5653;9460742-3;CONEXION CUADRO REGENERATIVO CUADRO POTENCIA CM18=6;79
5654;9460742-4;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=7;229
5655;9460742-5;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=8;229
5656;9460742-6;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=9;229
5657;9460742-7;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=10;229
5658;9460742-8;CONEX. CUADRO REGENERATIVO CUADRO POTENCIA CM18=11;229
5659;9460743-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5660;9460743-3;CONEXION CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;56
5661;9460743-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5662;9460743-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5663;9460743-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5664;9460743-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5665;9460743-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5666;9460745-2;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=3;229
5667;9460745-3;CONEXION CUADRO REGENERATIVO CUADRO MANIOBRA CM17=6;54
5668;9460745-4;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=7;229
5669;9460745-5;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=8;229
5670;9460745-6;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=9;229
5671;9460745-7;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=10;229
5672;9460745-8;CONEX. CUADRO REGENERATIVO CUADRO MANIOBRA CM17=11;229
5673;9460746-2;CONEXION VENTILADOR MAQUINA G03 CM2=9;133
5674;9521003-1;SISTEMA TOPE AUTOMATICO TECHO CORTO HIDR.EN81-21;4841
5675;9521009-1;CONJUNTO MOTOR DISPOSITIVO EN81-21 TECHO CORTO HIDRA.;20
5676;9521013-1;CONJUNTO MOTOR DISPOSITIVO EN81-21 TECHO CORTO ELECT.;547
5677;9550020-1;AMPLIFICADOR DE SEÑAL CUADRO ELECTRONICO;11
5678;9550207-1;CONJUNTO FOTOC.TELCO 220VAC 5 MTS (EMI+RECEP+PA01A500);16
5679;9800001-1;PLATAFORMA DE HUECO STANDARD;8004
5680;9820101-1;CONJUNTO LOHER DYNALIFT REFERENCIA 4C1A-01380-040REFERENCIA 1026201026208;735
5681;9823302-1;CONJUNTO BARANDILLA MODERNIZACIÓN TECHO DE CABINA;121
5682;9823303-1;TORNILLERIA BARANDILLA MODERN.TECHO DE CAB.;34
5683;9826305-2;CAJA TELESERVICIO MODERNIZACIONES TS2005 NO ORONA;558
5684;9826308-1;CONEXION 220V FUENTE DE ALIMENTACION;16
5685;9826312-2;CONEXION TLSV2005 Y PULSADOR ALARMA CABINA (7M);39
5686;9826312-3;CONEXION TLSV2005 Y PULSADOR ALARMA CABINA (8M);34
5687;9826312-4;CONEXION TLSV2005 Y PULSADOR ALARMA CABINA (10M);38
5688;9829100-1;BOTONERA FOSO CON INTERRUPTOR CONMUTADO (+REGLETERO);138
5689;9829104-1;INTERRUPTOR LUZ CONMUTADA GEWISS GW27041+GW20576;30
5690;9829312-1;"""""""KIT ADAPT.EN81-A3 GMV C/CUARTO MAQ.MANG.1""""""""1/4""""""";2513
5691;9829313-1;"""""""KIT ADAPT.EN81-A3 GMV C/CUARTO MAQ.MANG.1""""""""1/2""""""";2753
5692;9829314-1;"""""""KIT ADAPT.EN81-A3 GMV C/CUARTO MAQ.MANG.2""""""""""""""";2753
5693;9829315-1;"""""""KIT ADAPT.EN81-A3 GMV S/SALA MAQ.MANG.1""""""""1/4 <=150L""""""";2753
5694;9829316-1;"""""""KIT ADAPT.EN81-A3 GMV S/SALA MAQ.MANG.1""""""""1/4 >150L""""""";2753
5695;9829317-1;KIT ADAPT.EN81-A3 BUCHER LRV175;2518
5696;9829318-1;KIT ADAPT.EN81-A3 BUCHER LRV350;3226
5697;9829319-1;"""""""KIT ADAPT.EN81-A3 GMV C/SALA MAQ.MANG.1""""""""1/4 >150L""""""";2753
5698;CLV00001;GUARDAMOTOR G.E GPS1BSAG 1,6 - 2,5 AMP.101217;69
5699;CLV00002;CONTACTOR GE 16KW 20HP110V;80
5700;CLV00003;CONTACTOR CL25A300T5 11KW;51
5701;CLV00004;CONTACTOR G,E CL02A310T3 7,5KW,10HP, 110V, 1NO;50
5702;CLV00005;CONTACTO AUX.G.E BCLF01 1NC 104701 CL FRONTAL;5
5703;CLV00006;CONTACTO AUX.G.E BCLF10 1NO 104700 CL FRONTAL;5
5704;CLV00007;CONTACTOR 18.5 KW/380 VAC 110;103
5705;CLV00008;AUXILIAR LATERAL 1NA - 1NC;18
5706;CLV00009;AUXILIAR LATERAL 2NA - 2NC;18
5707;CLV00010;TERMICO DIM G.E. 3*63 AMP.DE 6K 674659;61
5708;CLV00011;TERMICO DIM G.E. 1*63 AMP.DE 6K 674611;14
5709;CLV00012;INT. FIN DE LINEA YONKS AZ-8107;15
5710;CLV00013;INT. FIN DE LINEA YONKS MEA-9124-5A;25
5711;CLV00014;INT. FIN DE LINEA YONKS AZ-8111;15
5712;CLV00015;BOTONERA YONKS D EMERGENCIA LMB-2511 C/RESET;5
5713;CLV00016;MICROINTERRUPTOR YONKS V-15-1C25;2
5714;CLV00017;RELE SIEMENS 8 PINES PLANO 24V.DC REF: PT270024;9
5715;CLV00018;MONOBLOCK P/BOTONERA P9 B01VN 1NC REF. 187001;6
5716;CLV00019;INTERRUPTOR DIFERENCIAL G.E. 4 X 25 AMP. 30MA;69
5717;CLV00020;INT.DIFERENCIAL G.E 2 X 25 AMP.30MA RED LINE 607125;64
5718;CLV00021;INT. DIFERENCIAL G.E 4 X 40 AMP. 300MA RED LINE REF.:606225;92
5719;CLV00022;INTERRUPTOR DIFERENCIAL RCCB / BDC AC 2 X 40 AMP. 300MA REF.: 607128;72
5720;CLV00023;TERMICO DIN G.E. 1 X 40 AMP. DE 6K. 674609;11
5721;CLV00024;TERMICO DIN G.E. 3 X 40 AMP. DE 6K. 674657;31
5722;CLV00025;RELE SIEMENS 8 PINES PLANO 220V.AC REF.270730;10
5723;CLV00026;BASE SIEMENS 8 PINES PLANO LZS PT.78720;6
5724;CLV00027;CONTACTOR DE POTENCIA DE 15KW  DILM32  BOB.  110 V;73
5725;CLV00028;BLOQUE DE CONTACTOS AUXILIARES NC LATERAL 2NA/2NC;20
5726;CLV00029;BLOQUE DE CONTACTOS AUXILIARES FRONTAL  4NA;18
5727;CLV00030;CONTACTOR G.E. CL06A311M3 22KW. 30HP. 110V. 109582;145
5728;IV00001;ARRANCADORES PHILIPS DE 20W;1
5729;IV00002;ARRANCADORES PHILIPS DE 40W;2
5730;IV00003;ARRANCADORES PHILIPS 18W;1
5731;IV00004;ABRASADERAS PARA TUBOS (PINZA DE NEON);1
5732;IV00005;SPOT PARA FOCO LED O DICROICO;7
5733;IV00006;DICROICO (HALOGENO) 12V GU-10;2
5734;IV00007;DICROICO (HALOGENO) DE 12VB-P;3
5735;IV00008;DICROICO (HALOGENO) DE 200VB-P;7
5736;IV00009;DICROICO (HALOGENO)200V GU-10;3
5737;IV00010;DICROICO LED 220W;7
5738;IV00011;FOCO ESPIRAL DE 15W;1
5739;IV00012;FOCO NEON LED 8 WTS;13
5740;IV00013;FOCO NEON OSRAM DE 15W;2
5741;IV00014;FOCO NEON OSRAM DE 18 W;2
5742;IV00015;FOCO NEON OSRAM DE 20W;3
5743;IV00016;FOCO NEON OSRAM DE 36 W;4
5744;IV00017;FOCO NEON OSRAM DE 40 W;5
5745;IV00018;FOCO NEON OSRAM DE 8 W;2
5746;IV00019;FOCOS NEON LED 18 W;21
5747;IV00020;LED LUZ BLANCA B-PIN;7
5748;IV00021;LED LUZ BLANCA GU-10;7
5749;IV00022;LED LUZ CALIDA B-PIN;7
5750;IV00023;LED LUZ CALIDA GU-10;7
5751;IV00024;PORTA ARRANCADOR;9
5752;IV00025;REACTANCIAS DE 10 W;2
5753;IV00026;REACTANCIAS DE 18 W;5
5754;IV00027;REACTANCIAS DE 20W;6
5755;IV00028;REACTANCIAS DE 40W;4
5756;IV00029;REACTANCIAS DE 50W;5
5757;IV00030;REACTANCIAS DE 8 W;3
5758;IV00031;SOQUETE  PARA GU-10;2
5759;IV00032;SOQUETE PARA B-PIN;1
5760;IV00033;SOQUETE PARA FOCO LED B-PIN;1
5761;IV00034;ZOCALO PARA ARRANCADORES;1
5762;IV00035;ZOCALO PARA DICROICO DE 12 V.;1
5763;IV00036;ZOCALO PARA DICROICOS B-PIN;1
5764;IV00037;ZOCALOS PARA TUBO FLUORECENTES;1
5765;IV00038;SEGURO CLIP PARA PUERTA;4
5766;IV00039;RETEN SIN FIN DE MOTOR;5
5767;IV00040;MICRO INTERRUPTORES;1
5768;IV00041;CINTA LED EN BLANCO;4
5769;IV00042;COJUNTO SIRENA DE 12 VOLTS. (FOTO ADJUNTA, ROJA);22
5770;IV00043;BATERIA 12 V / 4 AMP;37
5771;IV00044;TRANFORMADOR AC/DC - 220 V IMPUT/12 V OUPUT;9
5772;IV00045;INTERRUPTOR TIPO TIMBRE COLOR ROJO;4
5773;GPCS3015;CONTACTOR SC-03 1NC(110VAC);60
5774;GPCS3016;CONTACTOR SC-5-1(110VAC);96
5775;GPCS3017;CONTACTOR SC-N1(110VAC);141
5776;GPCS4003;ENCODER ((OIH100-1024C/T-L3-5V(TS5208N143));577
5777;GPCS3034;CONTACTOR CZT-10F(110VAC);174
5778;GPCS4912;BRAKING RESISTOR 1300W/49? / RESISTENCIA DE FRENADO;95
5779;GPCS4913;BRAKING RESISTOR 2200W/28? / RESISTENCIA DE FRENADO;103
5780;GPCS1113;MAIN CONTROLLER (MPK708C) / CONTROLADOR PRINCIPAL;1983
5781;GPCS1116;CAR TOP CONTROL BOARD( PM709) / PLACA DE TECHO DE CABINA;178
5782;GPCS1145;CAR CONTROL PRINTED BOARD (MPK708C) PLACA DE PANEL DE CONTROL;178
5783;GPCS1152;DISPLAY PRINTED BOARD (MPK708C);130
5784;GPCS3211;CIRCUIT BRAKER (S252S-K10) / PLACA DE FRENO;57
5785;GPCS3267;PUSH BOTTON (CLE240+CLP101);34
5786;GPCS3257;PUSH BOTTON (LAY39-20/BJA);16
5787;GPCS3258;PUSH BOTTON (LAY39-20/GJA);16
5788;GPCS3275;PUSH BOTTON (LAY39-43X/K2B);29
5789;GPCS3529;LOAD TEST SWITCH (TM1307) /;18
5790;GPCS3525;LIMIT SWITCH (S-1370) /;15
5791;GPCS3241;BISTABLE SWITCH (MAK-3214-STK4.8);85
5792;GPCS3243;DOOR ZONE SWITCH (YG-1);28
5793;GPCS3526;SAFETY SWITCH (UKS);15
5794;GPCS3313;BUTTON (BA213);16
5795;GPCS3314;BUTTON (BA213);16
5796;GPCS3303;BUTTON (BA203);16
5797;GPCS3304;BUTTON (BA 203);16
5798;GPAS8057;LOCK SWITCH (LLAVIN BLT) S286;80
5799;GPCS4303;THREE-WAY INTERPHONE;74
5800;GPCS4302;INTERPHONE POWER SUPPLY DJ-02;224
5801;GPCS3155;RELAY MY2N-CR?J?(220VAC);56
5802;GPCS3433;RELAY MY2NJ-D2?DC24V;19
5803;GPCS4101;STABLE VOLTAGE POWER S-100-24;86
5804;GPCS4920;RESISTOR 100W/100?;10
5805;GPCS4901;DIODE KBPC10 10W;6
5806;GPCS3150;RESISTANCE-CAPACITANCE 3TX1-11B05;9
5807;GPCS3510;OVER LOAD BUZZER DYD-P30015;9
5808;AAD03011D;PANASONIC DOOR CONTROLLER;1782
5809;WOTS108001;DOOR MOTOR / MOTOR DE PUERTA;257
5810;GPCS3310 -1;CONJ. PULSADOR BARILLE CABINA # 1;18
5811;GPCS3310 -2;CONJ. PULSADOR BARILLE CABINA # 2;18
5812;GPCS3310 -3;CONJ. PULSADOR BARILLE CABINA # 3;18
5813;GPCS3310 -4;CONJ. PULSADOR BARILLE CABINA # 4;18
5814;GPCS3310 -5;CONJ. PULSADOR BARILLE CABINA # 5;18
5815;GPCS3310 -6;CONJ. PULSADOR BARILLE CABINA # 6;18
5816;GPCS3310 -7;CONJ. PULSADOR BARILLE CABINA # 7;18
5817;GPCS3310 -8;CONJ. PULSADOR BARILLE CABINA # 8;18
5818;GPCS3310 -9;CONJ. PULSADOR BARILLE CABINA # 9;18
5819;GPCS3310 -10;CONJ. PULSADOR BARILLE CABINA # 10;18
5820;GPCS3310 -11;CONJ. PULSADOR BARILLE CABINA # 11;18
5821;GPCS3310 -12;CONJ. PULSADOR BARILLE CABINA # 12;18
5822;GPCS3310 -13;CONJ. PULSADOR BARILLE CABINA # 13;18
5823;GPCS3310 -14;CONJ. PULSADOR BARILLE CABINA # 14;18
5824;GPCS3310 -15;CONJ. PULSADOR BARILLE CABINA # 15;18
5825;GPCS3310 -16;CONJ. PULSADOR BARILLE CABINA # 16;18
5826;GPCS3310 -17;CONJ. PULSADOR BARILLE CABINA # 17;18
5827;GPCS3310 -18;CONJ. PULSADOR BARILLE CABINA # 18;18
5828;GPCS3310 -PB;CONJ. PULSADOR BARILLE CABINA # PB;18
5829;GPCS3310 -(-1);CONJ. PULSADOR BARILLE CABINA # (-1);18
5830;MOTS202001;DOOR PULLEY ?56;12
5831;MOTS211001;DOOR COUPLING STEEL ROPE  CENTRAL OPENING?800MM) / CABLE DE OPERADOR DE PUERTA;13
5832;MOTS212001;WEIGHT STEEL ROPE  CENTRAL OPENING?800MM?;3
5833;MOTS201001;DOOR SWITCH;13
5834;MOTS203001-1;DOOR LOCK SWITCH;13
5835;MOTS203001-2;DOOR CONTACTOR FINGER;42
5836;MOTS106001;HANGER ROLLER ?72;16
5837;Z1250 LI;DOOR TRIANGULAR BELT;16
5838;MOTS200001;DOOR BELT /  CENTRAL OPENING?800MM?;82
5839;MOTS104001;DOOR CHANGE-SPEED SWITCH;30
5840;MOTS107001;DOOR COVER ROLLER;9
5841;MOTS112001;LANDING DOOR LOCK SWITCH;29
5842;WOTS114001;ENGAGEMENT LOCK ROLL;9
5843;MOTS207001;DOOR GUIDE SHOE;3
5844;KMJM210002;POSITIONING BOLT;1
5845;KMJM212002;DOOR SKATE;95
5846;FJ00001;STEP TJ800SX-LA / PELDAÑO;705
5847;FJ00002;STEP T TJ1000SX-LA / PELDAÑO;705
5848;FJ00003;STEP STE014-001 / PELDAÑO;705
5849;FJ00004;CHAIN WHEEL STE0001-002 / CADENA DE RODILLOS;8
5850;FJ00005;MAIN DRICE CHAIN  #100-2-92LINK;323
5851;FJ00006;HANDRAIL DRIVE CHAIN JIS#80-2-142;1487
5852;FJ00007;HANDRAIL DRIVE FRICTION WHEEL 0383GAA011;199
5853;FJ00008;HANDRAIL PINCH ROLLER  0348GAR011;13
5854;FJ00009;HANDRAIL PINCH ROLLER  HRG0003-001;13
5855;FJ00010;HANDRAIL PINCH ROLLER  0848GAD001;68
5856;FJ00011;HANDRAIL GUIDE ROLLER  0348CAK001;96
5857;FJ00012;NEWEL HANDRAIL GUIDE ROLLER 5031CCD002;335
5858;FJ00013;NEWEL HANDRAIL GUIDE ROLLER 0348CCE001;106
5859;FJ00014;NEWEL HANDRAIL GUIDE ROLLER  0348CCE001;101
5860;FJ00015;STEP GUIDE ROLLER 0848CAA001;20
5861;FJ00016;68#MECHANICAL OIL (4Kg);60
5862;FJ00017;2#LUBRICATION OIL (1Kg);13
5863;FJ00018;COMB Peineta de aluminio Drch;35
5864;FJ00019;COMB Peineta de aluminio Izq;35
5865;FJ00020;COMB Peineta de aluminio Central;35
5866;FJ00021;COMB SEGMENT aluminium FPB0105-001;13
5867;FJ00022;COMB SEGMENT aluminium FPB0101-001;13
5868;FJ00023;RUNNING CONTACTOR SC-E1P/GE-C(DC24V);202
5869;FJ00024;STAR-OPERATION CONTACTOR SC-E05P/GE-C(DC24V);174
5870;FJ00025;DELTA-OPERATION CONTACTOR SC-E05P/GE-C(DC24V);174
5871;FJ00026;MAIN CIRCUIT BREAKER  EA33AC/30;86
5872;FJ00027;MAIN CIRCUIT BREAKER EA33AC/20;86
5873;FJ00028;MAIN CIRCUIT BREAKER;86
5874;FJ00029;MAIN POWER SWITCH  LW42B63-1016/LF101;96
5875;FJ00030;SAFETY RELAY SH-4/G DC24V 3ALB;108
5876;FJ00031;OTHER RELAY1 MY4NJ-DC24;33
5877;FJ00032;OTHER RELAY2 MY2NJ-DC24;23
5878;FJ00033;OTHER CIRCUIT BREAKER 1 CP31FM/2;66
5879;FJ00034;OTHER CIRCUIT BREAKER 2 CP31FM/5;66
5880;FJ00035;EMERGENCY STOP BUTTON(COP) YW1B-V4E02R;15
5881;FJ00036;RECTIFIER S8JC-10024;106
5882;FJ00037;AUTO/MANUAL SWITCH LA42*29-22/BS;23
5883;FJ00038;PHASE RELAY (COMMON) MWU(CROUZET);300
5884;FJ00039;OVER CURRENT RELAY  TK-N2PHB-C(18-24A);98
5885;FJ00040;OVER CURRENT RELAY TK-N2PHX-C(12-18A);98
5886;FJ00041;SAFETY STROKE SWITCH(SELF RESE  D4N-2B32;43
5887;6518700-1;CONJUNTO POLEA ELE070 +ARBOL L;813
5888;ELE060;CABLE 6*19M -FC 1770 U L= 6.5M;339
5889;ELE-070;GRUPO DISTRIBUIDOR AH-1VS EH;852
5890;2012199;TUB FLEX 2SN 1 1/4 H-H M L=35 L/MI;548
5891;2002945;PLACA CONTROL MP/11 P=5;770
5892;6521200;PLACA MP/11;853
5893;6521100;PLACA MP/22;286
5894;2056419;PUENTE RECTIF. 1.5A DIOTEC;8
5895;2010226;RELE RELECO C9-A41X 24 VDC;56
5896;2052337;TRANSFO. ENCAPS. 45VA 24V CROV2IS6A 424045;105
5897;5102C02;MANGUERA PLANA BOTONERA 4P. 2M7;15
5898;5102C03;MANGUERA PLANA BOTONERA 6P. 2M7H;17
5899;5102C20;PLACA DE PUERTAS MP/P4;87
5900;5102C30;PLACA DE PUERTAS MP/P6;88
5901;5102C10;INTERRUPTOR MAGNETICO MH;62
5902;5102800;CONJUNTO CABLE IZQUIERDO MH, SIMPLE;59
5903;5102810;CONJUNTO CABLE DERECHO MH, DOBLE;66
5904;5102900;CERRADURA PUERTA GUILLOTINA MH;124
5905;5102910;CERRADURA MONTAJE 7 PUERTA CAB2IN7A MH;124
5906;2036100;CONTACTO ALJO REF.5131.A;53
5907;5102700;CONJUNTO POLEA PUERTA GUILLOTINA M2H7 C/SOPORTE;53
5908;5102710;CONJUNTO POLEA INFERIOR PUERTA2 G7UILLOTINA MH;30
5909;5102D40;PLACA MP20/B4;101
5910;5102D50;PLACA MP20/B6;112
5911;2052501;ZUMBADOR 24V. REF 2E301C;28
5912;2123024;EV. ELECTROTAZ EP22C-1,2T 220VA3C0 EVH 1 PA;217
5913;2123034;EV. ELECTROTAZ EP42C-2,75T 220V3A0C EVH 2 PA;217
5914;5114200;CONJUNTO ROZADERA CILINDRO MH 23;108
5915;5101036;ROZADERA CABINA MH;20
5916;5121101;ROZADERA CONTRAPESO MH;33
5917;3008001;ROZADERA 5MM -;26
5918;6645210;PLACA MEH3/PL - V01.1;260
5919;6645220;PLACA MEH3/PL/AD - V01.1;301
5920;6645230;PLACA MEH3/PL HO - V01.1;260
5921;2076754;IND. ACUSTICO 45MM 24V ROCKWEL3L6 - EH;97
5922;2031104;FINAL CARRERA OMRON Z-15GW2-B6 8-;201
5923;2127033;BOBINA P/DIST. ROQUET TN-6 REF.896697/48/2;176
5924;2032501;SENSOR MAGNETICO GÜNTHER 441510-82725-311 -;29
5925;2013133;POLO NEUTRO ML1 GE REF.789245 -3 E7N SECCIONADOR EH;31
5926;2013134;POLO NEUTRO ML2 GE REF.789247 -3 E7N SECCIONADOR EH;51
5927;2010301;RELE P/ ARRANQUE YD GE NMETV 23370-24V -;319
5928;6515010;PLACA MEH3 BASE - PLACA MANIOBRA 3P7RINCIPAL V.7;691
5930;6518810;PLACA MEH3/AD - V02.1;749
5931;6518840;PLACA MEH3/AD-Q+ - V01.1;776
5932;6511100;PLACA NEH2;684
5933;6513300;PLACA ANTIDERIVA ELECTRICO - N3EH2;467
5934;6514300;PLACA ANTIDERIVA HIDRAULICO - N3EH2;689
5935;6516002;CABLE CONEXIÓN PLACA MEH3/AD;17
5936;6518820;CABLE CONEXION PLACA MEH3/AD;23
5937;6518830;PLACA MEH3/Q+;236
5938;2056449;PUENTE RECTIF.10A MAX-DIODE REF.K7BPC1006;17
5939;2052025;TRANSFORMADOR 230//24-48V 200V3A7 CROVISA -;220
5940;2052026;TRANSFORMADOR 230//24-48V 250V3A7 CROVISA -;272
5941;6646410;BOTONERA INSPECCION EH;575
5942;2010132;RELE OMRON G2R-2-S 24VDC TERM3. E7NCHUF.;85
5943;2056435;PUENTE RECTIF. 4A DC COMPON. REF.KBL04 -;8
5944;2193315;"""MANOMETRO Ø50 G¼""""RAD. 0-160 METALICO""";71
5945;6605;BOTONERA EH;575
5946;2270410;BOTONERA DE FOSO R.GALARZA REF.RGK244;170
5947;6232000;GRUPO DISTRIBUIDOR AH-1VS EH Q= 35 L/MIN;852
5948;2154750;"""TUB FLEX 2SN 1¼"""" H-H M L= 9 M""";548
5949;RC00001;CONJ.  QUEMADOR PRINCIPAL GN;37
5950;RC00002;CONJ. QUEMADOR PRINCIPAL GLP;37
5951;RC00003;AJUSTADOR DE GAS GN;6
5952;RC00004;AJUSTADOR DE GAS GLP;6
5953;RC00005;MICRO INTERRUPTOR;4
5954;RC00006;DEPOSITO DE AGUA;202
5955;RC00007;SOBRE CALENTADOR;3
5956;RC00008;ALAMBRE DE SOBRE CALENTADOR;3
5957;RC00009;IC- UNIDAD;45
5958;RC00010;ALAMBRE DE IC- UNIDAD;6
5959;RC00011;WATE VALVULA;60
5960;RC00012;ENCENDEDOR;9
5961;11110141;CABLE ESPECIAL PARA VARIADOR L7 E35664;34
5962;IV00046;CABLE DE 2 SEÑALES 0V (CABLE DE SONIDO BIPOLAR);3
5963;IV00047;TURBINA 2800 RPM 220V;346
5964;IV00048;CONDUCTOS DE AIRE 1PULG.;6
5965;IV00049;PVC 500 ml;15
5966;IV00050;POLICARBONATO PARA TECHO COLOR LECHOZO;10
5967;IV00051;TARJETA  ELECTRONICA DE APROXIMACION;10
5968;IV00052;FOCO DE 100W;1
5969;IV00053;FOCO DICROICO DE 3W GU-10;7
5970;5125005-1;CONTROL DE ACCESOS VALIDACION ANULACION ZONAS;510
5971;5124094-1;PLACA CIRCUITO ALIMENTACION FRENO ASCENSOR ARCA BASICO/M322;60
5972;IV00054;CABLE DE 3 HILOS;2
5973;IV00055;CONECTOR BUS 3 PINES;4
5974;IV00056;FUSIBLE DE 4 AMP.;1
5975;d4n-2120;SWITCH DE PARADA;83
