codigo;numeracion;denominacion;VENTA UNIDAD
4813;9070038-8;TORNILLERIA ARMADURA A GUIAS M33 V3 (LADRILLO)(FC);364
4814;9070042-1;KIT PLACA BASE MAQUINA G01;636
4815;9070135-1;TORNILLERIA DE FIJACION MAQUINA O-130 (FC);17
4816;9070213-1;CONJUNTO CAPOTA O-130;38
4817;9070940-3;APOYO ELASTICO VIGA ARMADURA M33 GC;230
4818;9070940-4;APOYO ELASTICO VIGA ARMADURA M33 GC;133
4819;9071108-1;CONJUNTO MENSULA AMARRACABLES M33 Q>450;112
4820;9071109-1;CONJUNTO MENSULA AMARRACABLES M33 Q<=450;141
4821;9080001-1;CABLES DE LIMITADOR SDR;190
4822;9080370-1;CONJUNTO ALINEACABLES M322;56
4823;9080371-1;CONJUNTO ALINEACABLES M33;45
4824;9080373-1;CONJUNTO GANCHO EXTRAIBLE;46
4825;9080374-1;CONJUNTO ALINEACABLES M33 Q>1000 Kg;239
4826;9080376-1;CONJUNTO ALINEACABLES 10/8 PASO 17;135
4827;9080377-1;CONJUNTO ALINEACABLES 10/10 PASO 17;139
4828;9080378-1;CONJUNTO ALINEACABLES M34;14
4829;9080503-1;GRUPO CADENA-CUERDA COMPENSACION DIAM.10 (FC);21
4830;9080510-1;MATERIAL COMUN CADENA DE COMPENSACION;71
4831;9080510-2;ELEMENTOS COMUNES CADENA COMPENSACION (FC);63
4832;9080515-1;GRUPO EJE RODILLO CADENA COMPENSACION 150-250 (FC);170
4833;9081000-1;KIT CAMBIO DE CABLES  SDR CASTELANO;11
4834;9081005-1;KIT DE CONEXIÓN A TIERRA CABLE SDR CASTELLANO(FC);46
4835;9090032-1;CJTO PLACA AMARRACABLES FONDO NSE;122
4836;9090032-2;CJTO PLACA AMARRACABLES LATERAL NSE;145
4837;9091524-1;AMARRE CADENA DE COMPENSACION;25
4838;9091566-1;GRUPO AISLANTE TECHO CABINA D-2500;209
4839;9091605-1;CONJUNTO DESLIZADERA D-2500;145
4840;9092160-1;GRUPO AMORTIGUADOR PES ORONA;26
4841;9092905-1;GRUPO ENGRASADOR CONTRAPESO ANCHO T-90;41
4842;9092905-2;GRUPO ENGRASADOR CONTRAPESO ANCHO T-65/T-70;23
4843;9092905-3;GRUPO ENGRASADOR CONTRAPESO ANCHO T-50;12
4844;9092975-1;GRUPO ENGRASADOR G=16;12
4845;9092975-2;GRUPO ENGRASADOR G=9;19
4846;9092975-3;GRUPO ENGRASADOR G=5;7
4847;9092977-1;CONJUNTO SOPORTE SUPERIOR DESLIZADERA D-991;64
4848;9092978-1;CONJUNTO SOPORTE INFERIOR DESLIZADERA D-991;36
4849;9093302-1;GRUPO INTERRRUPTOR M34;45
4850;9093319-1;GR.ROZADERA M322 Q<=Q630;118
4851;9093329-1;CONJUNTO ENGRASADOR M322 GUIA 9;35
4852;9093329-2;CONJUNTO ENGRASADOR M322 GUIA 16;36
4853;9093336-1;CONJUNTO AMARRE TECHO A CHASIS IZDO.M322;61
4854;9093336-2;CONJUNTO AMARRE TECHO A CHASIS DCHO.M322;60
4855;9093345-2;CONJ.ENCLAVAMIENTO DERECHO CHASIS M322;145
4856;9093367-1;CONJUNTO SOPORTE UNION IZQUIERDO CABINA A CABEZAL SUPERIOR M322;91
4857;9093368-1;CONJUNTO SOPORTE UNION DERECHO CABINA A CABEZAL SUPERIOR M322;90
4858;9093721-1;CONJUNTO INTERRUPTOR BLOQUEO CHASIS M33;41
4859;9093743-1;GRUPO RODADERA INFERIOR IZQUIERDA AH-2000 Q<=Q630;222
4860;9093743-2;GRUPO RODADERA INFERIOR DERECHA AH-2000 Q<=Q630;222
4861;9093775-1;CONJUNTO ENGRASADOR SOPORTE INTERRUPTOR AH-2008;37
4862;9093787-1;CONJUNTO DYNAFLEX M33 OPT.;153
4863;9093832-1;GR.RUEDA ASC.HIDRAULICO AH-2008;164
4864;9093860-1;CONJUNTO DESLIZADERA SUPERIOR MR-2008;254
4865;9100432-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=435;33
4866;9100433-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=435 RH-991/992;67
4867;9100434-1;GRUPO AMARRACABLE DIAMETRO 8 L=435 RH-991/992;86
4868;9100435-1;GRUPO AMARRACABLE CABINA DIAMETRO 6,5 S/GIRO;13
4869;9100436-1;GRUPO AMARRACABLE CONTRAPESO DIAMETRO 6,5 S/GIRO;55
4870;9100438-1;GRUPO AMARRACABLE DIAMETRO 8-9 AH-2008;17
4871;9100439-1;GRUPO AMARRACABLE CONTRAPESO DIAMETRO 6,5 S/GIRO;35
4872;9100440-1;GRUPO AMARRACABLE DIAM.6,5 AH-2008;35
4873;9100442-1;GRUPO AMARRACABLE DIAMETRO 11 L=485;37
4874;9100443-1;GRUPO AMARRACABLE DIAMETRO 13 L=530;72
4875;9100444-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=435 con RESORTE CONTRAPESO;19
4876;9100445-1;GRUPO AMARRACABLE DIAMETRO 11 L=485;29
4877;9100446-1;GRUPO AMARRACABLE DIAMETRO 13 L=530;66
4878;9100447-1;GRUPO AMARRACABLE DIAM.15 L=530;140
4879;9100448-1;GRUPO AMARRACABLE CONTRAPESO S/GIRO D.6,5 MR-2008;47
4880;9100454-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=435;19
4881;9100770-1;GRUPO FIJACION DE CONTRAPESOS;4
4882;9100773-1;GRUPO FIJACION DE CONTRAPESOS;3
4883;9102600-1;CONJ. ENGRASADOR CHASIS CONTRAPESO G=5;23
4884;9102601-1;CONJUNTO ENGRASADOR CHASIS CONTRAPESO G=15-16;25
4885;9102990-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=435;29
4886;9102994-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=365;36
4887;9102996-1;GRUPO AMARRACABLE DIAM.15 L=700;228
4888;9102997-1;GRUPO AMARRACABLE DIAM.11 HIDRAULICO;91
4889;9103025-1;GRUPO AMARRACABLE DIAMETRO 8-9 L=565;27
4890;9103026-1;GRUPO AMARRACABLE DIAMETRO 11 L=610;35
4891;9103029-1;GRUPO AMARRACABLE DIAM.13 L=700;65
4892;9103054-1;GR.DESLIZADERA M34,NRE,M33 T-50;15
4893;9103054-2;GRUPO DESLIZADERA M34,NRE,M33 T-65/70;21
4894;9103054-3;GRUPO DESLIZADERA M34,NRE,M33 T-70;19
4895;9103586-1;CONJ. SUPLEMENTO PLACA MUELLE CHASIS CONTRAPESO;74
4896;9103681-1;GRUPO DESLIZADERA CHASIS CONTRAPESO P-35;20
4897;9103682-1;GRUPO DESLIZADERA CHASIS CONTRAPESO T-50;17
4898;9103711-1;GR.DESLIZADERA M34;46
4899;9103721-1;GRUPO DESLIZADERA CHASIS CONTRAPESO P-35;24
4900;9103727-1;CONJUNTO DESLIZADERA T-70 S/ENGRAS.H_M322;57
4901;9103749-1;GR.DESLIZADERA M33_OPT T-50;36
4902;9103749-2;GR.DESLIZADERA M33_OPT T-65/T-70;37
4903;9103752-3;CONJUNTO TOPE MUELLE CHASIS CONTRAPESO H_M322;96
4904;9103763-1;GRUPO DESLIZADERA M33 T-50;35
4905;9103763-3;GRUPO DESLIZADERA M33 T-70;35
4906;9103763-4;GRUPO DESLIZADERA M33 T-90;40
4907;9103764-1;CONJUNTO TOPE MUELLE CHASIS CONTRAPESO H_M33A;61
4908;9103794-1;CONJUNTO ENGRASADOR CONTRAPESO G=5;14
4909;9103810-1;CONJUNTO 8 CALCES (7104153);8
4910;9110381-1;CONJUNTO INTERRUPTOR C/RESET POLEA TENSORA;65
4911;9110390-1;CONJUNTO SOPORTE LIMITADOR ORONA MAQUINA ALTO;18
4912;9110393-1;CONJUNTO SOPORTE LIMITADOR ORONA M322;142
4913;9110401-1;TORNILLERIA SUJECION LIMITADOR ANTER.EN-81;3
4914;9110412-1;CONJUNTO DESV.CABLE LIMITADOR ALJO;103
4915;9110426-1;CONJUNTO POLEA TENSORA IZQUIERDA CONTRAPESO DIAMETRO 200 M33/M34 V=1;441
4916;9110431-1;CONJUNTO ADAPTADOR ORONA-K LIMITADOR VELOCIDAD;71
4917;9110432-1;DESVIO DE CABLES ADAP. LIMIT. L-250;173
4918;9110433-1;CONJUNTO ADAPTADOR LIMITADOR L=250;64
4919;9110435-1;GRUPO IMPULSOS LIMITADOR DISCO 150;445
4920;9110539-1;REPUESTO GRUPO CAPTADOR IMPULSOS DISCO 150 PULSOS(FC);97
4921;9110539-2;REPUESTO GRUPO CAPTADOR IMPULSOS DISCO 80 PULSOS(FC);97
4922;9110541-1;CONJUNTO POLEA TENSORA T-82 LIMITADOR DIAMETRO 200 M33_OPT;643
4923;9110541-2;CONJUNTO POLEA TENSORA T-82 LIMITADOR DIAMETRO 200 M33_OPT;700
4924;9110541-3;CONJUNTO POLEA TENSORA T-90 LIMITADOR DIAMETRO 200 M33_OPT;715
4925;9110541-4;CONJUNTO POLEA TENSORA T-90 LIMITADOR DIAMETRO 200 M33_OPT;706
4926;9110541-5;CONJUNTO POLEA TENSORA T-125 LIMITADOR DIÁMETRO 200 M33_OPT;687
4927;9110541-6;CONJUNTO POLEA TENSORA T-125 LIMITADOR DIA. 200 M33_OPT;716
4928;9110544-1;CONJUNTO POLEA TENSORA DIAM.200 MC08;487
4929;9110587-1;CONJUNTO POLEA TENSORA CORTA DSB-1000 T-65/70/82 DERECHA F;722
4930;9110587-2;CONJUNTO POLEA TENSORA CORTA DSB-1000 T-65/70/82 IZQUIERDA F;722
4931;9110587-3;CONJUNTO POLEA TENSORA CORTA DSB-1000 T-90 DERECHA;722
4932;9110587-4;CONJUNTO POLEA TENSORA CORTA DSB-1000 T-90 IZQUIERDA;722
4933;9110587-5;CONJUNTO POLEA TENSORA CORTA DSB-1000 T-65/70/82 DERECHA;722
4934;9110587-6;CONJUNTO POLEA TENSORA CORTA DSB-1000 T-65/70/82 IZQUIERDA;722
4935;9110588-11;CONJUNTO POLEA TENSORA LIMITADOR DIAM.300 T-70/82 DER;1295
4936;9110588-14;CONJUNTO POLEA TENSORA LIMITADOR DIAM.300 T-127 DCHA.;1198
4937;9110588-2;CONJUNTO POLEA TENSORA LIMITADOR DIAM.300 T-90 IZDA.;1272
4938;9110588-3;CONJUNTO POLEA TENSORA LIMITADOR DIAM.300 T-125 IZDA.;1198
4939;9110589-1;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-70/82 IZD;695
4940;9110589-11;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-70/82 DER;692
4941;9110589-12;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-90 DCHA.;804
4942;9110589-13;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-125 DCHA.;732
4943;9110589-14;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-127 DCHA.;645
4944;9110589-15;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-127 DCHA.;655
4945;9110589-17;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-125 DCHA.;818
4946;9110589-2;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-90 IZDA.;724
4947;9110589-3;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-125 IZDA.;816
4948;9110589-4;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-127 IZDA.;654
4949;9110589-5;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-127 IZDA.;497
4950;9110589-6;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-140 IZDA;704
4951;9110589-7;CONJUNTO POLEA TENSORA LIMITADOR DIAM.200 T-125 IZDA.;655
4952;9110592-1;CONJUNTO INTERRUPTOR POLEA TENSORA;81
4953;9110593-1;CONJUNTO POLEA TENSORA G-82 LIMITADOR DIAM.200 M33;857
4954;9110593-11;CONJUNTO POLEA TENSORA G-82 LIMITADOR DIAM.200 M33;857
4955;9110593-12;CONJUNTO POLEA TENSORA G-90 LIMITADOR DIAM.200 M33;222
4956;9110593-13;CONJUNTO POLEA TENSORA G-125 LIMITADOR DIAM.200 M33;696
4957;9110593-2;CONJUNTO POLEA TENSORA G-90 LIMITADOR DIAM.200 M33;857
4958;9110593-3;CONJUNTO POLEA TENSORA G-125 LIMITADOR DIAM.200 M33;810
4959;9111123-11;LIMITADOR ORONA D. 250 S/DISCO VN=1 NO MRL;759
4960;9111123-2;LIMITADOR ORONA D. 250 S/DISCO VN=0,63 MRL;866
4961;9111130-1;CONJUNTO ENCODER ORONA D.250 CON DISCO 150 PULSOS;875
4962;9111131-1;CONJUNTO FINAL DE CARRERA S/MEMORIA S/REARME;80
4963;9119012-1;LIMITADOR PFB VN:2 (EN SALAM-CON ENCODER)(FC);2495
4964;9119100-1;POLEA TENSORA PFB CON CONTRAPESO VERTICAL;1730
4965;9120029-1;PATIN RETRACTIL L=714;68
4966;9120032-1;PATIN RETRACTIL L:900;79
4967;9140203-1;CONJUNTO BARANDILLA LATERAL M34 FC=1100 HB=700;71
4968;9140203-2;CONJUNTO BARANDILLA LATERAL M34 FC=1100 HB=1100;76
4969;9140203-3;CONJUNTO BARANDILLA LATERAL M34 FC=1250 HB=700;74
4970;9140203-4;CONJUNTO BARANDILLA LATERAL M34 FC=1250 HB=1100;79
4971;9140203-5;CONJUNTO BARANDILLA LATERAL M34 FC=1400 HB=700;76
4972;9140203-6;CONJUNTO BARANDILLA LATERAL M34 FC=1400 HB=1100;82
4973;9140204-1;KIT FONDO BARANDILLA M34 AC=825 HB=700;45
4974;9140204-2;KIT FONDO BARANDILLA M34 AC=825 HB=1100;48
4975;9140204-3;KIT FONDO BARANDILLA M34 AC=1000 HB=700;48
4976;9140204-4;KIT FONDO BARANDILLA M34 AC=1000 HB=1100;51
4977;9140204-5;KIT FONDO BARANDILLA M34 AC=1100 HB=700;50
4978;9140204-6;KIT FONDO BARANDILLA M34 AC=1100 HB=1100;53
4979;9140205-2;CONJUNTO FALDON TELESCOPICO PLEGADO VIAJE L=700;840
4980;9140205-3;CONJUNTO FALDON TELESCOPICO PLEGADO VIAJE L=800;840
4981;9140205-4;CONJUNTO FALDON TELESCOPICO PLEGADO VIAJE L=900;850
4982;9140206-2;CONJUNTO FALDON 90º TELESCOPICO PLEGADO VIAJE L=700;835
4983;9140206-3;CONJUNTO FALDON 90º TELESCOPICO PLEGADO VIAJE L=800;830
4984;9140206-4;CONJUNTO FALDON 90º TELESCOPICO PLEGADO VIAJE L=900;839
4985;9140207-2;CONJUNTO FALDON 270º TELESCOPICO PLEGADO VIAJE L=700;821
4986;9140207-3;CONJUNTO FALDON 270º TELESCOPICO PLEGADO VIAJE L=800;830
4987;9140207-4;CONJUNTO FALDON 270º TELESCOPICO PLEGADO VIAJE L=900;839
4988;9140214-2;CONJUNTO FALDON TELESCOPICO DESPLEGADO VIAJE L=700;699
4989;9140214-3;CONJUNTO FALDON TELESCOPICO DESPLEGADO VIAJE L=800;699
4990;9140214-4;CONJUNTO FALDON TELESCOPICO DESPLEGADO VIAJE L=900;699
4991;9140216-2;CONJUNTO FALDON TELESCOPICO 270º DESPLEGA.VIAJE L=700;631
4992;9140216-3;CONJUNTO FALDON TELESCOPICO 270º DESPLEGA.VIAJE L=800;647
4993;9140216-4;CONJUNTO FALDON TELESCOPICO 270º DESPLEGA.VIAJE L=900;662
4994;9140870-11;CONJUNTO FALDON ABATIBLE BF-80 PVC/NO BUS LUZ=700 AUT.;1885
4995;9140870-12;CONJUNTO FALDON ABATIBLE BF-80 MARMOL/BUS LUZ=700 AUT.;1887
4996;9140870-14;CONJUNTO FALDON ABATIBLE BF-80 MARMOL/BUS LUZ=800 AUT.;1912
4997;9140870-15;CONJUNTO FALDON ABATIBLE BF-80 PVC/NO BUS LUZ=900 AUT.;1479
4998;9140870-16;CONJUNTO FALDON ABATIBLE BF-80 MARMOL/BUS LUZ=900 AUT.;1935
4999;9140870-3;CONJUNTO FALDON ABATIBLE BF-80 PVC Y NO BUS LUZ=700;1439
5000;9140870-4;CONJUNTO FALDON ABATIBLE BF-80 MARMOL O BUS LUZ=700;1440
5001;9140870-5;CONJUNTO FALDON ABATIBLE BF-80 PVC Y NO BUS LUZ=800;1466
5002;9140870-6;CONJUNTO FALDON ABATIBLE BF-80 MARMOL O BUS LUZ=800;1466
5003;9140870-7;CONJUNTO FALDON ABATIBLE BF-80 PVC Y NO BUS LUZ=900;1487
5004;9140870-8;CONJUNTO FALDON ABATIBLE BF-80 MARMOL O BUS LUZ=900;1488
5005;9141500-4;CAJA MUESTRAS ORONA 3G SERIES (FC);60
5006;9141570-1;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);43
5007;9141570-10;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);85
5008;9141570-11;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);100
5009;9141570-12;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);114
5010;9141570-13;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);517
5011;9141570-14;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);532
5012;9141570-15;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);546
5013;9141570-16;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);575
5014;9141570-2;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);55
5015;9141570-3;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);68
5016;9141570-4;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);83
5017;9141570-5;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);97
5018;9141570-6;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);112
5019;9141570-7;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);126
5020;9141570-8;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);155
5021;9141570-9;BOLSA (CAJA) TORNILLERIA ESTETICA CABINA(FC);70
5022;9141800-1;CONJUNTO VENTILADOR GF-60-450 CON SOPORTE;195
5023;9141800-2;CONJUNTO VENTILADOR GF-60-450 CON SOPORTE CONVEXA;195
5024;9141801-2;CONJUNTO VENTILADOR GF-60-450H CON SOPORTE CONVEXA;170
5025;9141802-1;CONJUNTO VENTILADOR GF-60-180 CON SOPORTE;55
5026;9152008-1;GR.TORNILLERIA FALDON DE CABINA L<=900 (FC);2
5027;9152009-1;GRUPO TORNILLERIA FALDON DE CABINA L>900 (FC);3
5028;9164115-1;CONJUNTO ZARPA PUERTA PUARSA;14
5029;9164116-1;CONJUNTO GARRA PUERTA PUARSA;8
5030;9170100-1;LLAVE EMERGENCIA TRIANGULAR C/PLACA INSTRUCCIONES;3
5031;9180010-1;INTERRUPTOR MAGNETICO;74
5032;9180020-1;CAPTADOR ORONA OR3 DE POSICION;163
5033;9180021-1;CAPTADOR ORONA OR4 2 CONTACTOS ABIERTOS;119
5034;9180022-1;CAPTADOR ORONA OR5 DE POSICION;227
5035;9180023-1;CAPTADOR SCHMERSAL ZONA PUERTAS ARCA;79
5036;9180026-1;IMAN 30X15 CON ADHESIVO;6
5037;9180808-1;GRUPO SOPORTE IMANES;15
5038;9180879-1;GRUPO SOPORTE IMANES;14
5039;9181108-1;KIT OBTURADOR Q<=210 L/MIN.+PLACA ELECTRONICA;0
5040;9181109-1;KIT OBTURADOR Q>210 L/MIN.+PLACA ELECTRONICA;995
5041;9181263-1;GR.INTERRUPTOR MECAN.CAMBIO VELICID.T-70;122
5042;9181292-1;GRUPO ACCIONADOR EN CHASIS C-831/D-831;19
5043;9181559-1;CONJUNTO SOPORTE INTERRUTOR MAGNETICO;173
5044;9181614-1;GR.SOPORTE ESCALERA EN FOSO;42
5045;9190206-1;GRUPO SOPORTE MULTIPLE C/D-831 PARTE SUPERIOR;30
5046;9190208-1;GRUPO SOPORTE MULTIPLE A GUIA;45
5047;9190209-1;GRUPO SOPORTE MULTIPLE PARTE INFERIOR;63
5048;9190226-1;GRUPO SOPORTE MULTIPLE A PARED;8
5049;9200001-1;GRUPO ACCESORIOS SOPORTE ESCALERA EN FOSO;7
5050;9200003-1;CONJUNTO ACCESORIOS ESCALERA EN FOSO M34 SIN INTERRUPTOR;59
5051;9200080-1;GRUPO FIJACION (TACO-TIRAFONDO) DE DIAMETRO 6;0
5052;9200121-1;BOLSA TORNILLERIA AMARRE POLESTIRENO(FC);12
5053;9252950-1;CONJ . HOJA CABINA C2H C/ REGULACION;180
5054;9253012-1;GR.PATIN MOVIL P.CENTRAL CAB.2H.OR-96;208
5055;9253071-1;CONJUNTO FOTOCELULA;183
5056;9253080-1;CONJUNTO FOTOCELULA;30
5057;9253081-1;PUERTA DE PISO COMPACTO CENTRAL;477
5058;9262905-1;GRUPO PATIN PCI2 ORONA96;27
5059;9262905-2;GRUPO PATIN PCD2 ORONA96;23
5060;9262905-3;GRUPO PATIN PCC2 ORONA96;33
5061;9262905-4;GRUPO PATIN PCI2 CON ENCLAVAMIENTO;1794
5062;9262905-5;GRUPO PATIN PCD2 CON ENCLAVAMIENTO;1720
5063;9262905-6;GRUPO PATIN PCC2 CON ENCLAVAMIENTO;1802
5064;9262906-1;GRUPO LEVA FIJA ACCIONAMIENTO ORONA-96;6
5065;9262908-1;GRUPO LEVA RETRACTIL INTERIOR ORONA-96;669
5066;9262918-1;GRUPO SOPORTE ARRASTRE PLACA (AUT-SEMI);11
5067;9262921-1;TORNILLERIA FIJACION PUERTA RELLANO PL=700/800 HORMIGON (FC);14
5068;9262922-1;TRNILLERIA FIJACION PUERTA RELLANO;19
5069;9262925-1;TORNILLERIA UNION CABINA-OPERADOR ORONA-96;19
5070;9262939-4;GRUPO PATIN ALUMINIO C4H;633
5071;9262945-1;PATIN CDL IZQUIERDA PM-300 CDL-PM00CI000+KDL.PM00C0000;1687
5072;9262945-2;PATIN CDL DERECHA PM-300 CDL-PM00CD000+KDL.PM00C0000;1687
5073;9262947-1;PATIN CDL-LT-IZ.PM-300 CDL-PM00CI000+KDL.PM00C0000;981
5074;9262947-2;PATIN CDL-LT-DE.PM-300 CDL-PM00CD000+KDL.PM00C0000;981
5075;9262947-3;PATIN CDL-LT-CENTRAL PM-300;42
5076;9262949-1;CONJUNTO PATIN CDL-LT-IZQUIERDA V2 PM-300;981
5077;9262949-2;CONJUNTO PATIN CDL-LT-DERECHA V2 PM-300;981
5078;9262949-3;CONJUNTO PATIN CDL-LT V2 CENTRAL PM-300;1018
5079;9262949-4;CONJUNTO PATIN CDL-LT-IZQUIERDA V2 PM-300 SOLID;981
5080;9262949-5;CONJUNTO PATIN CDL-LT-DERECHA V2 PM-300 SOLID;981
5081;9262950-1;CONJUNTO HOJA CABINA T2H (REGULACION);185
5082;9262959-1;GRUPO PATIN PCI2 ORONA96 DESPLAZADO;344
5083;9262959-2;GRUPO PATIN PCD2 ORONA96 DESPLAZADO;344
5084;9262960- 0;TORNILLO FIJACION FALDON P. RELLANO;0
5085;9262960-1;TORNILLERIA DE FIJACION FALDON (FC);7
5086;9263010-1;PUERTA PISO COMPACTO TELESCOPICA HOJAS;671
5087;9263039-1;TORNILLERÍA PUERTA PM300(FC);7
5088;9301017-1;CONJUNTO INTERRUPTOR BOMBEROS;89
5089;9301650-3;CONJ. BOTONERAPISO RESIDENCIAL 2 PULSADOR GEN;216
5090;9301650-1;CONJUNTO BOTONERA PISO RESIDENCIAL 1 PULSADOR 4TH GEN;59
5091;9301650-13;CONJUNTO BOTONERA PISO RESI 1 PULS PARED 4TH GEN;14
5092;9301650-15;CONJUNTO BOTONERA PISO RESIDENCIAL 2 PULSADOR PARED 4TH GEN;29
5093;9301650-19;CONJUNTO BOT PISO RESI 1 PULSADOR UK PARED 4TH GEN;15
5094;9301650-21;CONJUNTO BOT PISO RESI 2 PULSADOR UK PARED 4TH GEN;30
5096;9301650-7;CONJUNTO BOT PISO RESIDENCIAL 1 PULSADOR UK 4TH GEN;60
5097;9301650-9;CONJUNTO BOT PISO RESIDENCIAL 2 PULSADOR UK 4TH GEN;78
5098;9301651-1;CONJUNTO BOTONERA PISO PUBLICO 1 PULSADOR 4TH GEN;60
5099;9301651-3;CONJUNTO BOTONERA PISO PUBLICO 2 PULSADORES 4TH GEN;77
5100;9301656-1;GRUPO CUBRIDOR BOTONERA SUPERPUESTA 4TH GEN;2
5101;9301666-1;CONJUNTO BOTONERA PISO MB 1 PULSADOR 4TH GEN;66
5102;9301666-11;CONJUNTO BOTONERA PISO MB 2 PULSADORES HALO 4TH GEN;80
5103;9301666-15;CONJUNTO BOTONERA PISO MB 1 PULSADOR SUBIDA HALO 4TH GEN;73
5104;9301666-16;CONJUNTO BOTONERA PISO MB 1 PULSADOR BAJADA HALO 4TH GEN;189
5105;9301666-17;CONJUNTO BOTONERA PISO MB 1 PULSADOR PARED 4TH GEN;21
5106;9301666-19;CONJUNTO BOTONERA PISO MB 2 PULSADORES PARED 4TH GEN;21
5107;9301666-23;CONJUNTO BOTONERA PISO MB 1 PULSADOR SUBIDA PARED 4TH GEN;21
5108;9301666-24;CONJUNTO BOTONERA PISO MB 1 PULSADOR BAJADA PARED 4TH GEN;21
5109;9301666-25;CONJUNTO BOTONERA PISO MB 1 PULSADOR HALO PARED 4TH GEN;28
5110;9301666-27;CONJUNTO BOTONERA PISO MB 2 PULSADORES HALO PARED 4TH GEN;36
5111;9301666-3;CONJUNTO BOTONERA PISO MB 2 PULSADORES 4TH GEN;88
5112;9301666-7;CONJUNTO BOTONERA PISO MB 1 PULSADOR SUBIDA 4TH GEN;66
5113;9301666-8;CONJUNTO BOTONERA PISO MB 1 PULSADOR BAJADA 4TH GEN;181
5114;9301666-9;CONJUNTO BOTONERA PISO MB 1 PULSADOR HALO 4TH GEN;73
5115;9302183-1;BOT.PISO LED 2 LLAVE S+B ORONA 24V.ARCA SONORO;208
5116;9302217-1;BOTONERA PISO SCHAFER 1 PULSADOR 1 CONTACTO LED 24V. ORONA;146
5117;9302217-4;BOTONERA PISO SCHAFER 1 PULSADOR 1 CONTACTO LED 24V. SIN ANAGRAMA;146
5118;9302218-1;BOTONERA PISO SCHAFER 2 PULSADOR 1 CONTACTO LED 24V. ORONA;241
5119;9302219-1;BOTONERA PISO SCHAFER 1 PULSADOR LLAVE 1 CONTACTO LED 24V ORONA;229
5120;9302219-4;BOTONERA PISO SCHAF.1 PULSADOR LLAVE 1 CONTACTO LED 24V SIN ANAGRAMA;210
5121;9302220-1;BOTONERA PISO SCHAFER 1 PUL. 1 CONT. LED 24V. ORONA;146
5122;9302220-4;BOTONERA PISO SCHAFER 1 PULSADOR 1 CONTACTO LED 24V. SIN ANAGRAMA;145
5123;9302225-1;BOTONERA PISO MB 1 PULSADOR 1 CONTACTO LED 24V. ARCA SONORO;112
5124;9302226-1;BOTONERA PISO MB 2 PULSADOR 1 CONTACTO LED 24V. ARCA SONORO;155
5125;9302226-3;BOTONERA PISO MB 2 PULSADOR 1 CONTACTO LED 24V. ORONA;174
5126;9302228-1;BOTONERA PISO MB 1 PULSADOR 1 CONTACTO LED 24V. ARCA SONORO REDUCIDA;114
5127;9302228-3;BOTONERA PISO MB 1 PUL. 1 CONT. LED 24V. ORONA;133
5128;9302233-1;CONJUNTO BOTONERA 1 INTERRUPTOR LLAVE 2 POSICIONES 2 EXTRACCIONES MB SEÑAL ANALÓGICA;189
5129;9302233-2;CONJUNTO BOTONERA 1 INTERRUPTOR LLAVE 2 POSICIONES 2 EXTRACCIONES MB GALO.;189
5130;9302233-3;CONJUNTO BOTONERA 1 INTERRUPTOR LLAVE 2 POSICIONES 2 EXTRACCIONES MB ORONA;208
5131;9302263-1;GRUPO CAJA BOTONERA PARED OR02;64
5132;9302264-1;GR.CAJA BOT.PARED MB-SCHAFER OR02;68
